18,1kmN3660E4471
27,1kmN3660E4472
186,1kmN3660E4473
265,1kmN3660E4474
54,1kmN3660E4477
287,1kmN3660E4478
47,1kmN3660E4479
125,1kmN3660E4480
1890,1kmN3660E4481
3615,1kmN3660E4482
883,1kmN3660E4483
19,1kmN3661E4470
26,1kmN3661E4471
77,1kmN3661E4472
117,1kmN3661E4473
25,1kmN3661E4474
12,1kmN3661E4477
79,1kmN3661E4478
29,1kmN3661E4479
235,1kmN3661E4480
2428,1kmN3661E4481
3468,1kmN3661E4482
4357,1kmN3661E4483
115,1kmN3661E4484
49,1kmN3662E4471
43,1kmN3662E4472
62,1kmN3662E4473
7,1kmN3662E4474
32,1kmN3662E4476
63,1kmN3662E4477
133,1kmN3662E4478
28,1kmN3662E4479
184,1kmN3662E4480
2330,1kmN3662E4481
3882,1kmN3662E4482
3554,1kmN3662E4483
169,1kmN3662E4484
9,1kmN3663E4470
11,1kmN3663E4471
68,1kmN3663E4472
8,1kmN3663E4473
31,1kmN3663E4474
38,1kmN3663E4476
63,1kmN3663E4477
99,1kmN3663E4478
6,1kmN3663E4481
958,1kmN3663E4482
115,1kmN3663E4483
70,1kmN3664E4471
9,1kmN3664E4472
4,1kmN3664E4474
33,1kmN3664E4475
56,1kmN3664E4476
52,1kmN3664E4477
25,1kmN3664E4478
5,1kmN3664E4479
93,1kmN3664E4480
21,1kmN3664E4481
22,1kmN3664E4482
19,1kmN3665E4471
15,1kmN3665E4472
2,1kmN3665E4473
11,1kmN3665E4474
53,1kmN3665E4475
34,1kmN3665E4476
39,1kmN3665E4477
499,1kmN3665E4478
57,1kmN3665E4479
742,1kmN3665E4480
62,1kmN3666E4472
730,1kmN3666E4473
674,1kmN3666E4474
603,1kmN3666E4475
25,1kmN3666E4476
541,1kmN3666E4477
2093,1kmN3666E4478
1219,1kmN3666E4479
9,1kmN3666E4480
31,1kmN3667E4471
102,1kmN3667E4472
659,1kmN3667E4473
1223,1kmN3667E4474
519,1kmN3667E4475
91,1kmN3667E4476
263,1kmN3667E4477
114,1kmN3667E4478
4,1kmN3668E4473
25,1kmN3668E4474
14,1kmN3640E4460
62,1kmN3641E4459
113,1kmN3641E4460
27,1kmN3641E4461
35,1kmN3641E4462
32,1kmN3642E4454
5,1kmN3642E4459
457,1kmN3642E4460
573,1kmN3642E4461
11,1kmN3642E4462
25,1kmN3642E4463
16,1kmN3643E4453
89,1kmN3643E4454
35,1kmN3643E4455
